target,n_compounds,mean_similarity,std_similarity,min_similarity,max_similarity
ROS1,89,0.1636514445431546,0.1559382145865598,0.0392156862745098,0.9183673469387755
S6K1,92,0.11958658646612061,0.11418862351883785,0.032,0.8369565217391305
SGK,78,0.17767309877819673,0.151508830020529,0.0297029702970297,0.84375
SGK2,7,0.18550249889856316,0.21381834612303707,0.03870967741935484,0.6435643564356436
SGK3,9,0.148407405688426,0.1712603912166729,0.03870967741935484,0.6435643564356436
SIK,56,0.22094499670588777,0.21055343849189073,0.04142011834319527,0.9361702127659575
SIK2,94,0.20221561302018962,0.16959190220557832,0.04142011834319527,0.9361702127659575
SLK,9,0.1524434803839869,0.16034011454793962,0.0425531914893617,0.6714285714285714
SNARK,10,0.16373146131842425,0.1496717956787721,0.06493506493506493,0.6814159292035398
SRC,2406,0.10961545296308703,0.07416621816754626,0.007462686567164179,1.0
SRMS,19,0.364406308089977,0.2502157450438328,0.05555555555555555,0.8717948717948718
SRPK1,31,0.3139198366028557,0.24088238468311557,0.03787878787878788,0.8111111111111111
SRPK2,26,0.34473729684475285,0.24015157031435144,0.04827586206896552,0.8111111111111111
SRPK3,9,0.13546593313802702,0.14609091149889306,0.04580152671755725,0.6435643564356436
STK16,10,0.11198686801148003,0.08165796866117418,0.0472972972972973,0.5769230769230769
STK33,28,0.31040771296481473,0.21893570702351373,0.057692307692307696,0.7837837837837838
STK39,32,0.3517730275602953,0.22172186853621376,0.036231884057971016,0.8307692307692308
SYK,2753,0.1529933932647254,0.09608158941367406,0.01764705882352941,0.9711538461538461
SgK110,3,0.5684946203598688,0.07074407699047745,0.47368421052631576,0.6435643564356436
TAK1,81,0.173755884378488,0.18722960041346243,0.03937007874015748,0.8679245283018868
TAOK1,7,0.08201183485052911,0.018536625945936178,0.05263157894736842,0.13793103448275862
TAOK2,9,0.1348699372229779,0.13593850225283563,0.04861111111111111,0.6435643564356436
TAOK3,7,0.1563817086487304,0.1708802453760812,0.060810810810810814,0.6435643564356436
TBK1,359,0.1677829192003236,0.13344256843843444,0.03571428571428571,0.9629629629629629
TEC,100,0.16893052605646197,0.1521426960006752,0.041666666666666664,0.9069767441860465
TESK1,7,0.39378200227615423,0.350959521701722,0.049689440993788817,0.8354430379746836
TGFBR1,452,0.12327831459868532,0.11497452039115012,0.0,0.9444444444444444
TGFBR2,82,0.16349077279502114,0.1505291403142667,0.041666666666666664,0.9333333333333333
TIE2,704,0.12932177719467614,0.10078175865527027,0.015873015873015872,0.9583333333333334
TLK1,5,0.22375729855467946,0.22924295083398424,0.061224489795918366,0.6435643564356436
TLK2,2,0.0896551724137931,0.0,0.0896551724137931,0.0896551724137931
TNIK,220,0.19580889426639625,0.17274611007879875,0.031746031746031744,1.0
TNK1,5,0.23324150607060049,0.22305696523510113,0.07692307692307693,0.6435643564356436
TNK2,399,0.26160120055254743,0.17544004778400024,0.020689655172413793,0.956989247311828
TNNI3K,60,0.35861040613367157,0.216280474448504,0.0410958904109589,0.8780487804878049
TRKA,1821,0.1629963788810427,0.12411928046824956,0.017094017094017096,0.9523809523809523
