loss,val_loss
8.5959073936238,10.500235557556152
7.727732686435475,10.15208101272583
7.539467460968915,9.262662887573242
7.494819248423857,7.791701316833496
7.360488989773919,7.51242208480835
7.473505146363202,7.53035044670105
7.410261182224049,7.481499910354614
7.390626795151654,7.453871726989746
7.402222296770881,7.463160753250122
7.418019463034237,7.463896751403809
7.420648294336655,7.456775903701782
7.413047972847433,7.446094751358032
7.403528409845689,7.437462091445923
7.394107313717113,7.430910348892212
7.386614434859332,7.425462961196899
7.380720166599049,7.421207666397095
7.375192081227022,7.417735576629639
7.37097417607027,7.414664030075073
7.366503561244292,7.411959886550903
7.362574927947101,7.4093568325042725
