loss,val_loss
1.9042629619863316,9.254819240212047
1.4325832743082352,4.237978965339094
1.359907652538913,3.4372764396982225
1.3364010879386583,3.207932691369513
1.3197612132609546,2.9749932056999837
1.3083415802347407,2.797137362728811
1.3037696153840177,2.6198497737201527
1.3006184767857485,2.4237504532628327
1.2880247253153534,2.3581424146988996
1.2854518921409164,2.3331978463202026
1.3347694157203012,4.1114576554337745
1.290834808803016,2.3012453806478983
1.2833329930903603,2.3859453628165492
1.2808803165679183,2.3726773937739947
1.2801928895023942,2.3837507298283844
1.2793493334643364,2.379203196209256
1.2788758957042539,2.3827181751578554
1.278290892182303,2.3907007439301746
1.277821319972036,2.38808996380359
1.2773215982418507,2.389493363623572
1.2768693279518633,2.409528342017246
1.307500431213987,4.121559649509172
