loss,val_loss
14.17064066844828,14.349644422531128
12.801825032514685,14.218773603439331
11.865262347109178,13.755489110946655
10.917818160618053,12.695907592773438
10.07764992643805,11.43500280380249
9.403473724337186,10.50176739692688
8.906617490684285,10.009004831314087
8.540559509221245,9.710141658782959
8.29363757722518,9.484448909759521
8.127914313007803,9.376153945922852
7.982483856818256,9.306013703346252
7.871301107546863,9.245253920555115
7.807155058664434,9.182095170021057
7.74668879368726,9.147846579551697
7.697799766764922,9.12475061416626
7.668005789027495,9.091552495956421
7.622930638930377,9.08044159412384
7.601311017485226,9.087384939193726
7.583940558573779,9.07529330253601
7.568275490227868,9.072925209999084
7.544628195902881,9.086235761642456
7.522908491246841,9.064813137054443
7.514760343467488,9.058489084243774
7.499387113487019,9.069880247116089
7.485213097404031,9.078855633735657
7.480944065486684,9.071733117103577
7.470334368593552,9.08634603023529
7.458386266932768,9.07062554359436
7.462119358427384,9.080033421516418
7.435005524579217,9.092439770698547
7.4266045689582825,9.079374313354492
7.426616756355061,9.068475246429443
7.419187104000764,9.079978108406067
