loss,val_loss
23.023611127950584,56.61868838260048
8.786902869582935,41.559042027122096
5.55472123673514,40.949057955490915
4.4229168174373115,39.73569214971442
3.722176160908555,38.07313816170944
3.494290586995977,38.878228187561035
3.160277656498988,34.726545911086234
2.9767799164838853,35.2420159892032
2.8834248375456046,36.16051096665232
2.755727586725968,31.63211599149202
2.6977238193185973,35.52905489269056
2.629055859809722,35.90318526719746
2.6028473859380004,37.0974891060277
2.5090996583809013,34.469639677750436
2.449927542239997,39.03351146296451
2.363864541686518,35.32248499518946
2.3616205342509438,38.077851697018275
2.349363658585113,35.40671647222418
2.322145609972077,38.54469088504189
2.3125202263489903,37.63785344675968
