loss,val_loss
29.286191145167734,47.15309720464272
13.919616871515403,30.45753790128349
7.865501267230435,20.374024513924475
5.249041004988292,14.35623820701448
3.9482975121322554,10.276896899682853
3.183386036993548,7.438915000300203
2.6536991432973536,6.438283007530489
2.284948168089119,5.22973240110347
2.075157778452283,4.243516112711563
1.8855372235700962,4.208281800888552
1.7774826052050934,4.2877898621480455
1.7095998165429018,3.606302100341312
1.6189156353568575,3.6338387985434077
1.5540353646838045,3.7553115579554746
1.5262071424482229,3.3033392376238755
1.4807101682366333,3.5794811235009245
1.4459345731567868,3.640654363254509
1.4212043554444982,3.4498833339206456
1.3845885192197818,3.8495633151664985
1.3672335755451723,3.7389636230547434
1.3445838315693184,3.5051186155564715
1.3257218619171853,3.9978289295344465
1.307440322311694,3.6034241283294
1.2803119138484296,3.9509907160261677
1.2718728750928319,3.9757612994795193
