loss,val_loss
3.642590938520852,14.912345905052987
2.2139425772400667,10.67054757946416
1.899531172785847,11.215448505000063
1.6967393338923926,12.015486817610892
1.5669187526197828,13.592677605779548
1.4843776754371982,13.821710530080294
1.432741143875794,13.218656433256049
1.3877169742842475,13.114223204160991
1.3515522295747955,12.527159107358832
1.3188913602237173,12.01200951400556
1.29217121312282,10.69728336208745
1.2698112087216276,9.806614938535189
1.274444381492424,6.354824928860915
1.2429414615193277,4.812828340028462
1.2232063941156777,3.6221949301267924
1.2089565502340043,2.8638489803201272
1.2005612232268843,2.3552377812172236
1.1884851238942875,2.0952887699792258
1.1771604218432214,1.9086703281653554
1.1661155307505269,1.7389776902763467
1.1553987856091246,1.6794934202181666
1.1453558136593336,1.6117365854351144
1.1351852333562773,1.5966901512522447
1.1250063823573615,1.5785288473493175
1.116527888597159,1.591498733351105
1.1082378015183996,1.5573487901373912
1.1013542275399564,1.5393273132412058
1.0927785535925043,1.5164886893410432
1.0856965784304655,1.4776685339839835
1.077628260905176,1.4848300822471316
1.0693514192598303,1.4535089048900103
1.061458102722701,1.4501530779035467
1.0550411325640285,1.4441303328463906
1.0481086303079474,1.4466041334365543
1.0399829472430377,1.4357707147535526
1.0324308601192012,1.4433218134861243
1.0263553276550468,1.4290985637589504
1.0188249143995116,1.45851368731574
1.0100629258098706,1.4353142074848477
1.0013178612658724,1.4391096289220608
0.9954073051578883,1.4420975525128215
0.9859289736778689,1.453308307026562
0.978555416913391,1.4494700784745969
0.9698547007890612,1.4632748004637266
0.960736091214476,1.4330015174652402
0.9530131078205953,1.4530395194888115
0.9431131893433085,1.4370824580914097
