loss,val_loss
9.179322130976525,27.204031474126054
4.976659605864583,15.088507307638036
2.867183069010453,12.78861409170006
2.19447624557437,9.67424721096215
1.8731437232618273,7.477566361427307
1.6900182466105143,6.532786130511721
1.5905571591557888,5.926294552217616
1.5050165458190945,5.834396800979136
1.4504305601822491,5.36829398449498
1.4065371297946982,5.842902647386683
1.3641072345759508,5.679280800001062
1.3292476151389323,5.144172344270713
1.304556969599116,5.133773034161861
1.2699113904015353,4.956076707777017
1.2508644251199152,5.671655530189917
1.2316122445825508,5.034669902458443
1.2101370410771792,5.222479400068226
1.1953892727641764,4.88022781795401
1.1761441382052533,4.971338254390377
1.1587693625801996,4.747180570076795
1.146983270967499,4.998700560909687
1.1305865361451166,5.186754572116109
1.117083729630232,4.640451908505002
1.1037855702401929,4.870144212206598
1.0871326550066054,4.695427551914756
1.0743046996414496,4.161391469118225
1.0648584301639044,4.457100012121421
1.0513871850865744,4.338211032423643
1.0411819913763736,4.68517792972401
1.0308765814073793,4.354823214386163
1.0206000177811907,4.584189627430226
1.007893407286593,4.512727504122768
0.9953001691908575,4.521289666493733
0.9879526893200262,5.065466276489862
0.9771229907977882,4.734801319172673
0.9635658593099572,5.104253269264801
